"Species","trait_name","value"
"Agonis flexuosa","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Agonis flexuosa","Plant Environment","Low maintenance garden, Container growing"
"Agonis flexuosa","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Agonis flexuosa","Light","Sunny, Light shade"
"Agonis flexuosa","Planting Season","All year"
"Agonis flexuosa","Growth Habit","Evergreen"
"Agonis flexuosa","Lifespan","Perennial"
"Agonis flexuosa","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Agonis flexuosa","Plant Usage","Hedge, Topiary, Feature plant, Screen, Windbreak, Attractive foliage"
"Agonis flexuosa","Special Uses","Fragrant oils, Bonsai, Street tree, Erosion control, Honey producing plant, Playground friendly"
"Agonis flexuosa","Attracts Wildlife","Bees, Other insects"
"Agonis flexuosa","description","The very dark purple foliage makes this an outstanding contrast plant in the garden. A reasonably tough and vigorous plant that makes a great feature or screen plant. It responds well to pruning, so can be clipped to shape. Best in a sunny spot in well drained soil. Feed with a good native fertiliser in spring and summer."
"Ajuga australis","Scientific Name","Ajuga australis"
"Ajuga australis","Family","Lamiaceae"
"Ajuga australis","Common Name","Australian Bugle"
"Ajuga australis","Plant Type","Ground cover, Clumping perennial"
"Ajuga australis","Height","0.3 ~ 0.5 metres"
"Ajuga australis","Width","0.5 ~ 3 metres"
"Ajuga australis","Flower Colour","Purple, Mauve"
"Ajuga australis","Flowering Time","Summer"
"Ajuga australis","Ph Level","Acid, Neutral, Alkaline"
"Ajuga australis","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Potting mix"
"Ajuga australis","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Coastal garden, Drought resistant"
"Ajuga australis","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Ajuga australis","Light","Light shade, Half shade, Heavy shade"
"Ajuga australis","Growth Habit","Evergreen, Spreading"
"Ajuga australis","Lifespan","Perennial"
"Ajuga australis","Soil Moisture","Well-drained, Moist moderate drainage"
"Ajuga australis","Frost Tolerance","Tolerates light frost"
"Ajuga australis","Plant Usage","Groundcover, Border plant, Attractive foliage"
"Ajuga australis","Special Uses","Erosion control, Pollution tolerant, Fast growing, Playground friendly"
"Ajuga australis","Attracts Wildlife","Other insects"
"Ajuga australis","description","Australian Bugle is a dense growing ground cover with upright spikes of mauve flowers in summer. It has deep green foliage with a dark tinge. It is a great mat forming plant for those difficult shady sites or under trees and shrubs. Suits most soil types, coastal and inland areas. Once established it will tolerate dry periods and frost. Mulch to deter weeds and to conserve soil moisture."
"Ajuga australis 'prostrate'","Scientific Name","Ajuga australis 'prostrate'"
"Ajuga australis 'prostrate'","Family","Lamiaceae"
"Ajuga australis 'prostrate'","Common Name","Australian Bugle"
"Ajuga australis 'prostrate'","Plant Type","Ground cover, Clumping perennial"
"Ajuga australis 'prostrate'","Height","0.2 ~ 0.3 metres"
"Ajuga australis 'prostrate'","Width","0.4 ~ 0.5 metres"
"Ajuga australis 'prostrate'","Flower Colour","Mauve"
"Ajuga australis 'prostrate'","Flowering Time","Summer"
"Ajuga australis 'prostrate'","Ph Level","Acid, Neutral, Alkaline"
"Ajuga australis 'prostrate'","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Ajuga australis 'prostrate'","Plant Environment","Low maintenance garden, Courtyard, Poolside, Cottage garden, Flower garden, Coastal garden, Drought resistant"
"Ajuga australis 'prostrate'","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Cool"
"Ajuga australis 'prostrate'","Light","Light shade, Half shade, Heavy shade"
"Ajuga australis 'prostrate'","Growth Habit","Evergreen, Spreading, Variegated"
"Ajuga australis 'prostrate'","Lifespan","Perennial"
"Ajuga australis 'prostrate'","Soil Moisture","Well-drained, Moist moderate drainage"
"Ajuga australis 'prostrate'","Frost Tolerance","Tolerates light frost"
"Ajuga australis 'prostrate'","Plant Usage","Groundcover, Border plant, Attractive foliage"
"Ajuga australis 'prostrate'","Special Uses","Erosion control, Playground friendly"
"Ajuga australis 'prostrate'","description","Aussie Bugle is a great groundcover perennial for those difficult shady positions. It has an easy going nature and dense matting habit, and has spikes of mauve flowers in summer. The foliage is deep green tinged with purple. Suits most soil types, is frost tolerant and takes dry periods once established."
"Albizia procera","Scientific Name","Albizia procera"
"Albizia procera","Family","Mimosaceae"
"Albizia procera","Common Name","Mimosa"
"Albizia procera","Plant Type","Small tree, Large tree"
"Albizia procera","Height","8 ~ 15 metres"
"Albizia procera","Width","3 ~ 9 metres"
"Albizia procera","Flower Colour","Cream, Green"
"Albizia procera","Flowering Time","Spring, Autumn"
"Albizia procera","Ph Level","Acid, Neutral, Alkaline"
"Albizia procera","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Saline, Poor soil"
"Albizia procera","Plant Environment","Low maintenance garden, Coastal garden, Drought resistant"
"Albizia procera","Climate Zone","Tropical, Sub-tropical, Mediterranean"
"Albizia procera","Light","Sunny, Light shade"
"Albizia procera","Growth Habit","Spreading"
"Albizia procera","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Albizia procera","Propagation Method","Seed"
"Albizia procera","Frost Tolerance","Not frost tolerant"
"Albizia procera","Plant Usage","Windbreak"
"Albizia procera","Special Uses","Street tree"
"Albizia procera","Attracts Wildlife","Bees, Butterflies, Other insects"
"Albizia procera","description","This is a medium sized, semi-deciduous, spreading tree, native to Northern Australia. The fluffy flowers are borne prolifically in terminal clusters in spring and autumn, and are a greeny cream colour, followed by decorative long red pods. It grows to around 12 metres tall, and is a useful shade tree for warmer areas. Not frost tolerant, but will withstand drought once established. Can take saline and alkaline soil."
"Allocasuarina crassa","Scientific Name","Allocasuarina crassa"
"Allocasuarina crassa","Family","Casuarinaceae"
"Allocasuarina crassa","Common Name","She-oak"
"Allocasuarina crassa","Plant Type","Small shrub, Large shrub"
"Allocasuarina crassa","Height","0.5 ~ 6 metres"
"Allocasuarina crassa","Width","1 ~ 5 metre"
"Allocasuarina crassa","Flower Colour","Red"
"Allocasuarina crassa","Flowering Time","Summer"
"Allocasuarina crassa","Ph Level","Acid, Neutral"
"Allocasuarina crassa","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Allocasuarina crassa","Plant Environment","Low maintenance garden, Cold climate, Coastal garden, Drought resistant"
"Allocasuarina crassa","Climate Zone","Warm temperate, Cool temperate, Cool"
"Allocasuarina crassa","Light","Sunny, Light shade, Half shade"
"Allocasuarina crassa","Growth Habit","Evergreen, Spreading"
"Allocasuarina crassa","Lifespan","Perennial"
"Allocasuarina crassa","Soil Moisture","Well-drained, Moist moderate drainage, Boggy poorly drained"
"Allocasuarina crassa","Special Uses","Erosion control, Playground friendly"
"Allocasuarina crassa","Attracts Wildlife","Bees, Seed eating birds, Butterflies"
"Allocasuarina crassa","description","A low growing shrub to small tree from southern Tasmania, and is a tough plant that can withstand waterlogging and drought. It has arching branches with coarse needle leaves. It has red flowers in spring. Does well in heavy soils and can take heavy frost. Grow in full sun to part shade."
"Allocasuarina tortiramula","Scientific Name","Allocasuarina tortiramula"
"Allocasuarina tortiramula","Family","Casuarinaceae"
"Allocasuarina tortiramula","Common Name","She-oak"
"Allocasuarina tortiramula","Other Common Names","Twisted She-oak"
"Allocasuarina tortiramula","Plant Type","Small shrub, Large shrub"
"Allocasuarina tortiramula","Height","1 ~ 1.7 metre"
"Allocasuarina tortiramula","Width","1 ~ 2 metre"
"Allocasuarina tortiramula","Flower Colour","Brown"
"Allocasuarina tortiramula","Flowering Time","Spring, Winter"
"Allocasuarina tortiramula","Ph Level","Acid, Neutral, Alkaline"
"Allocasuarina tortiramula","Soil Type","Loamy, Sandy loam"
"Allocasuarina tortiramula","Plant Environment","Drought resistant"
"Allocasuarina tortiramula","Climate Zone","Warm temperate, Mediterranean"
"Allocasuarina tortiramula","Light","Sunny, Light shade"
"Allocasuarina tortiramula","Growth Habit","Evergreen, Spreading"
"Allocasuarina tortiramula","Soil Moisture","Well-drained"
"Allocasuarina tortiramula","Propagation Method","Seed"
"Allocasuarina tortiramula","Frost Tolerance","Tolerates light frost"
"Allocasuarina tortiramula","Plant Usage","Groundcover"
"Allocasuarina tortiramula","Special Uses","Erosion control, Playground friendly"
"Allocasuarina tortiramula","Attracts Wildlife","Seed eating birds, Lizards"
"Allocasuarina tortiramula","description","The twisted she-oak is a small shrub, with interesting twisted and spreading branches and a dense canopy. Rare in the wild and restricted to a small area in SW Western Australia. Grows in a Mediterranean climate."
"Allocasuarina verticillata","Scientific Name","Allocasuarina verticillata"
"Allocasuarina verticillata","Family","Casuarineaceae"
"Allocasuarina verticillata","Common Name","She-Oak"
"Allocasuarina verticillata","Plant Type","Small shrub"
"Allocasuarina verticillata","Height","0.5 ~ 1 metre"
"Allocasuarina verticillata","Width","0.5 ~ 0.6 metres"
"Allocasuarina verticillata","Ph Level","Acid, Neutral, Alkaline"
"Allocasuarina verticillata","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Allocasuarina verticillata","Plant Environment","Low maintenance garden, Poolside, Container growing, Coastal garden, Drought resistant"
"Allocasuarina verticillata","Climate Zone","Warm temperate, Cool temperate, Mediterranean"
"Allocasuarina verticillata","Light","Sunny, Light shade"
"Allocasuarina verticillata","Growth Habit","Evergreen, Dense foliage, Spreading, Mound-shaped, Weeping"
"Allocasuarina verticillata","Lifespan","Perennial"
"Allocasuarina verticillata","Soil Moisture","Dry, Well-drained"
"Allocasuarina verticillata","Frost Tolerance","Tolerates light frost"
"Allocasuarina verticillata","Plant Usage","Groundcover, Feature plant, Windbreak, Attractive foliage"
"Allocasuarina verticillata","Special Uses","Erosion control, Pollution tolerant, Fast growing, Playground friendly"
"Allocasuarina verticillata","Attracts Wildlife","Seed eating birds, Lizards"
"Allocasuarina verticillata","description","Noodles is a dwarf shrub, growing to only half to a metre high, and is a great easy care landscaping plant. It has grey green wiry foliage that creates interesting textural effects in the garden. Grows in full sun to part shade, and does well in most soil types as long as it gets good drainage. Good for coastal sites, and tolerates dry spells once established. Feed with a good low phosphorus native fertilizer."
"Allocasuarina torulosa","Scientific Name","Allocasuarina torulosa"
"Allocasuarina torulosa","Family","Casuarinaceae"
"Allocasuarina torulosa","Common Name","She-oak"
"Allocasuarina torulosa","Other Common Names","Forest She-oak, Rose She-oak"
"Allocasuarina torulosa","Plant Type","Small tree, Large tree"
"Allocasuarina torulosa","Height","308 metres"
"Allocasuarina torulosa","Width","2 ~ 10 metres"
"Allocasuarina torulosa","Flower Colour","Red, Brown"
"Allocasuarina torulosa","Flowering Time","Winter"
"Allocasuarina torulosa","Ph Level","Acid, Neutral"
"Allocasuarina torulosa","Soil Type","Clay, Loamy, Sandy loam, Clay loam, Poor soil"
"Allocasuarina torulosa","Plant Environment","Low maintenance garden, Coastal garden, Drought resistant"
"Allocasuarina torulosa","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean"
"Allocasuarina torulosa","Light","Sunny, Light shade"
"Allocasuarina torulosa","Growth Habit","Evergreen, Dense foliage, Open foliage, Weeping"
"Allocasuarina torulosa","Soil Moisture","Dry, Well-drained, Moist moderate drainage"
"Allocasuarina torulosa","Propagation Method","Seed"
"Allocasuarina torulosa","Frost Tolerance","Tolerates light frost"
"Allocasuarina torulosa","Plant Usage","Screen, Windbreak"
"Allocasuarina torulosa","Special Uses","Street tree, Decorative fruit, Erosion control, Pollution tolerant, Fast growing"
"Allocasuarina torulosa","Attracts Wildlife","Seed eating birds"
"Allocasuarina torulosa","description","The forest she-oak is a large, spreading tree with weeping needle-like leaves, which turn rusty red when flowering in winter. The fissured corky bark and small cone fruit are also decorative. This tree is useful for street planting, screening and for wind breaks, and the sound of the wind through the leaves is a delight. A terrific low maintenance plant, apart from some leaf litter, but this makes great weed deterring mulch. Fast growing, tolerates moderate frost, and suits most soil types. This tree used to be known as Casuarina stricta."
"Allocasuarina littoralis ","Scientific Name","Allocasuarina littoralis "
"Allocasuarina littoralis ","Family","Casuarinaceae"
"Allocasuarina littoralis ","Common Name","She-oak"
"Allocasuarina littoralis ","Plant Type","Large tree"
"Allocasuarina littoralis ","Height","8 ~ 12 metres"
"Allocasuarina littoralis ","Width","4 ~ 7 metres"
"Allocasuarina littoralis ","Flower Colour","Red"
"Allocasuarina littoralis ","Flowering Time","Spring"
"Allocasuarina littoralis ","Ph Level","Acid, Neutral, Alkaline"
"Allocasuarina littoralis ","Soil Type","Sandy, Clay, Loamy, Sandy loam, Clay loam, Saline, Poor soil"
"Allocasuarina littoralis ","Plant Environment","Coastal garden, Drought resistant"
"Allocasuarina littoralis ","Climate Zone","Tropical, Sub-tropical, Warm temperate, Mediterranean, Semi-arid"
"Allocasuarina littoralis ","Light","Sunny, Light shade"
"Allocasuarina littoralis ","Growth Habit","Evergreen"
"Allocasuarina littoralis ","Lifespan","Perennial"
"Allocasuarina littoralis ","Soil Moisture","Dry, Well-drained"
"Allocasuarina littoralis ","Propagation Method","Seed"
"Allocasuarina littoralis ","Frost Tolerance","Tolerates light frost"
"Allocasuarina littoralis ","Plant Usage","Screen, Windbreak"
