"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"Benaranurseries","Solanum lycopersicum L.","flower_description","no","Flower Type","No",
"Benaranurseries","ADENANTHOS cunningham. prostra","leaf_description","acicular","Foliage Type","Acicular - Needle Shaped",
"Benaranurseries","AGAPANTHUS Black Magic","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Agapanthus hybrid","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate/Strappy - Grass Like",
"Benaranurseries","AGAPANTHUS Summer Pearl","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Aloe hybrid","habit","rosette","Foliage Type","Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Aloe hybrid PBR","habit","rosette","Foliage Type","Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Aloe hybrid PBR","leaf_description","acicular","Foliage Type","Acicular - Needle Shaped",
"Benaranurseries","Aloe hybrid PBR","leaf_description","acicular","Foliage Type","Acicular - Needle Shaped/Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Alstroemeria hybrid","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Alstroemeria hybrid","leaf_description","ovate","Foliage Type","Ovate - Egg-shaped, Wide At Base",
"Benaranurseries","Alstroemeria hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Plerandra","leaf_description","lobed","Foliage Type","Lobed - Deeply Indented Margins",
"Benaranurseries","Ocimum Basilicum","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","BAUHINIA x blakeana","leaf_description","bilobed","Foliage Type","Bilobed - Eg. Bauhinia",
"Benaranurseries","Jointed Twig Rush Baumea","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","BOUGAINVILLEA Mary Palmer","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Callistemon salignus hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Callistemon viminalis hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Cordyline hybrid","leaf_description","strappy","Foliage Type","Strappy - Grass Like",
"Benaranurseries","Corymbia ficifolia x hybrid","leaf_description","subulate","Foliage Type","Subulate - Tapering Point, Awl-shaped",
"Benaranurseries","Dianella hybrid","leaf_description","strappy","Foliage Type","Strappy - Grass Like",
"Benaranurseries","Disphyllum hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Dypsis","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Echeveria x hybrida","habit","rosette","Foliage Type","Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Echeveria cv. hybrid","habit","rosette","Foliage Type","Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Echeveria hybrid","habit","rosette","Foliage Type","Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Echeveria x hybrida","leaf_description","obovate","Foliage Type","Obovate - Egg-shaped, Narrow At Base",
"Benaranurseries","Eremophila glabra sp","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Eremophila glabra sp.","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Eremophila species","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","EUCALYPTUS rudis","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Eucomis hybrid","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate/Strappy - Grass Like",
"Benaranurseries","Euphorbia x hybrid","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Evolvulus hybrid","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","FICUS Bushy Prince PVR","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Grevillea rivularis x G. 'Poorinda Peter'","leaf_description","lobed","Foliage Type","Lobed - Deeply Indented Margins",
"Benaranurseries","GREVILLEA hookeriana","leaf_description","lobed","Foliage Type","Lobed - Deeply Indented Margins",
"Benaranurseries","Grevillea bipinnatifida x G. banksii var. fosteri","leaf_description","lobed","Foliage Type","Lobed - Deeply Indented Margins",
"Benaranurseries","Grevillea x hybrid","leaf_description","acicular","Foliage Type","Acicular - Needle Shaped",
"Benaranurseries","Grevillea hybrid","leaf_description","lobed","Foliage Type","Lobed - Deeply Indented Margins",
"Benaranurseries","Grevillea hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Hebe hybrida","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Hemerocallis hybrid","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Hibiscus Florida","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","LANTANA montevidensis","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Liriope muscari 'LIRSS' PBR","leaf_description","strappy","Foliage Type","Strappy - Grass Like",
"Benaranurseries","LIRIOPE Emerald Cascade (PBR)","leaf_description","linear","Foliage Type","Linear - Parallel Margins, Elongate",
"Benaranurseries","Mandevilla hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Mandevilla hybrid","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Mandevillea hybrid","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Benaranurseries","Origanum hyrbid","leaf_description","cordate","Foliage Type","Cordate - Heart-shaped, Stem In Cleft/Lanceolate - Pointed At Both Ends",
"Benaranurseries","Phormium Golden Ray","leaf_description","strappy","Foliage Type","Strappy - Grass Like",
"Benaranurseries","Portulacaria oleracea","leaf_description","obovate","Foliage Type","Obovate - Egg-shaped, Narrow At Base/Spear-shaped - Pointed Barbed Base",
"Benaranurseries","Prunus x hybrid","leaf_description","lanceolate","Foliage Type","Lanceolate - Pointed At Both Ends",
"Benaranurseries","Prunus x bilreana","leaf_description","obtuse","Foliage Type","Obtuse - Bluntly Tipped",
"Benaranurseries","Rhaphiolepis indica 'Rapopink' PBR","leaf_description","obovate","Foliage Type","Obovate - Egg-shaped, Narrow At Base",
"Benaranurseries","Scaevola hybrid","leaf_description","cuneate","Foliage Type","Cuneate - Wedge Shaped, Acute Base",
"Benaranurseries","Sedum Americanum","leaf_description","acicular","Foliage Type","Acicular - Needle Shaped/Rosette Of Thickened Fleshy Leaves",
"Benaranurseries","Sedum crassulaceae","leaf_description","cordate","Foliage Type","Cordate - Heart-shaped, Stem In Cleft/Lanceolate - Pointed At Both Ends",
"Benaranurseries","Spathoglottis Mellow Yellow","leaf_description","elliptic","Foliage Type","Elliptic - Oval-shaped, Small Or No Point",
"Gardeningwithangus","Acmena hybrid","family","Myrtaceae","Family","Myrtaceae",
"Gardeningwithangus","Acmena hybrid","common_name","Lilly Pilly","Common Name","Lilly Pilly",
"Gardeningwithangus","Acmena hybrid","Climate Zone","Sub-tropical, Warm temperate, Cool temperate","Climate Zone","Sub-tropical, Warm temperate, Cool temperate",
"Gardeningwithangus","Acmena hybrid","description","Acmena ‘Minnie Magic’ is a compact variety of lilly pilly with striking white and green splashed leaves, with contrasting bright pink new growth. Great for low growing hedging, topiary, or as a feature shrub to brighten the garden. Also suits container growing. Feed in spring with a handful of general purpose fertiliser. Trim lightly if needed.","description","Acmena ‘Minnie Magic’ is a compact variety of lilly pilly with striking white and green splashed leaves, with contrasting bright pink new growth. Great for low growing hedging, topiary, or as a feature shrub to brighten the garden. Also suits container growing. Feed in spring with a handful of general purpose fertiliser. Trim lightly if needed.",
"Gardeningwithangus","Adenanthos hybrid","family","Proteaceae","Family","Proteaceae",
"Gardeningwithangus","Adenanthos hybrid","common_name","Woolly Bush","Common Name","Woolly Bush",
"Gardeningwithangus","Adenanthos hybrid","Climate Zone","Warm temperate, Mediterranean, Semi-arid","Climate Zone","Warm temperate, Mediterranean, Semi-arid",
"Gardeningwithangus","Adenanthos hybrid","description","A low growing plant with grey-green leaves and beautiful contrasting red new growth. A good waterwise plant that needs good drainage and dislikes wet feet. Best in a sunny position. Feed with a good native fertiliser. Can take some frost. Does well in alkaline soils.","description","A low growing plant with grey-green leaves and beautiful contrasting red new growth. A good waterwise plant that needs good drainage and dislikes wet feet. Best in a sunny position. Feed with a good native fertiliser. Can take some frost. Does well in alkaline soils.",
"Gardeningwithangus","Alyogyne","family","Malvaceae","Family","Malvaceae",
"Gardeningwithangus","Alyogyne","common_name","Native Hibiscus","Common Name","Native Hibiscus",
"Gardeningwithangus","Alyogyne","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean",
"Gardeningwithangus","Alyogyne","description","Alyogyne ‘Blue Heeler’ features gorgeous purple Hibiscus-like flowers and interestingly textured foliage on a low mounding shrub that flowers for many months of the year. Use it as a feature plant for rockeries or towards the front of a shrubbery, while it also makes an outstanding pot plant for sunny balconies and courtyards. Give it a light trim after a heavy flush of flowers.","description","Alyogyne ‘Blue Heeler’ features gorgeous purple Hibiscus-like flowers and interestingly textured foliage on a low mounding shrub that flowers for many months of the year. Use it as a feature plant for rockeries or towards the front of a shrubbery, while it also makes an outstanding pot plant for sunny balconies and courtyards. Give it a light trim after a heavy flush of flowers.",
"Gardeningwithangus","Alyogyne","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Semi-arid","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean, Semi-arid",
"Gardeningwithangus","Alyogyne","description","The unique feature of this excellent shrub is that it is the first native hibiscus with a double flower (ie the flower has an extra row of petals). It is a fast growing medium sized shrub that makes a superb feature plant in either a garden bed or large pot as it is smothered in flowers from early summer to autumn. It is relatively tolerant of both dry or humid conditions and will thrive over a large area of Australia. Give it a light trim after the first big summer flush of flowers.","description","The unique feature of this excellent shrub is that it is the first native hibiscus with a double flower (ie the flower has an extra row of petals). It is a fast growing medium sized shrub that makes a superb feature plant in either a garden bed or large pot as it is smothered in flowers from early summer to autumn. It is relatively tolerant of both dry or humid conditions and will thrive over a large area of Australia. Give it a light trim after the first big summer flush of flowers.",
"Gardeningwithangus","Anigozanthos","family","Haemodoraceae","Family","Haemodoraceae",
"Gardeningwithangus","Anigozanthos","common_name","Kangaroo Paw","Common Name","Kangaroo Paw",
"Gardeningwithangus","Anigozanthos","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean",
"Gardeningwithangus","Anigozanthos","description","This kangaroo paw is a great garden performer with an extended flowering period, from spring to autumn. It is a medium sized plant with plenty of flowers. It has dark orange flowers on a well branched stem, which are great bird attractors and make excellent long lasting cut flowers. Cut back dead flowers down to ground level to tidy the plant if needed. Kangaroo paws grow from an underground rhizome, so if damaged by frost or stress, you can cut them right back hard and the plant will reshoot with fresh new growth from the rhizome.","description","This kangaroo paw is a great garden performer with an extended flowering period, from spring to autumn. It is a medium sized plant with plenty of flowers. It has dark orange flowers on a well branched stem, which are great bird attractors and make excellent long lasting cut flowers. Cut back dead flowers down to ground level to tidy the plant if needed. Kangaroo paws grow from an underground rhizome, so if damaged by frost or stress, you can cut them right back hard and the plant will reshoot with fresh new growth from the rhizome.",
"Gardeningwithangus","Anigozanthos","description","This hybrid kangaroo paw has a dwarf habit and flowers prolifically. When given a good soil, regular water and feeding, it will be a spectacular performer.  Not as vigorous in humid climates where it is disease-prone and best grown in a pot. Flowering season limited to mainly spring. It has a vibrant dark orange to red flower colour, and they make great cut flowers, as well as being bird attracting. Plant in well drained soil, likes a sunny position for best flowering.","description","This hybrid kangaroo paw has a dwarf habit and flowers prolifically. When given a good soil, regular water and feeding, it will be a spectacular performer.  Not as vigorous in humid climates where it is disease-prone and best grown in a pot. Flowering season limited to mainly spring. It has a vibrant dark orange to red flower colour, and they make great cut flowers, as well as being bird attracting. Plant in well drained soil, likes a sunny position for best flowering.",
"Gardeningwithangus","Anigozanthos","description","
		
			#gallery-3 {
				margin: auto;
			}
			#gallery-3 .gallery-item {
				float: left;
				margin-top: 10px;
				text-align: center;
				width: 50%;
			}
			#gallery-3 img {
				border: 2px solid #cfcfcf;
			}
			#gallery-3 .gallery-caption {
				margin-left: 0;
			}
			/* see gallery_shortcode() in wp-includes/media.php */
		","description","
		
			#gallery-3 {
				margin: auto;
			}
			#gallery-3 .gallery-item {
				float: left;
				margin-top: 10px;
				text-align: center;
				width: 50%;
			}
			#gallery-3 img {
				border: 2px solid #cfcfcf;
			}
			#gallery-3 .gallery-caption {
				margin-left: 0;
			}
			/* see gallery_shortcode() in wp-includes/media.php */
		",
